mode,n_patients,mean_diff,ci_low,ci_high,wilcoxon_p,holm_p,tost_p,tost_equivalent
clahe_mm,50,0.003448546889689583,0.00010731355413266984,0.007126285219642518,0.10525460779046192,0.10525460779046192,0.0003383107439356867,True
