mode,n_patients,mean_diff,ci_low,ci_high,wilcoxon_p,holm_p,tost_p,tost_equivalent
clahe,100,-0.0180297878252664,-0.023687498895960397,-0.012610595181890885,8.114100129319028e-09,1.6228200258638055e-08,0.9970454975182718,False
clahe_mm,100,-0.016976999831716647,-0.022911745008474572,-0.011104704600002121,2.7550113609516602e-08,2.7550113609516602e-08,0.9889725950984446,False
