mode,n_patients,mean_diff,ci_low,ci_high,wilcoxon_p,holm_p,tost_p,tost_equivalent
clahe,50,-0.0036142071935604835,-0.008122033037750588,0.0007602546497951685,0.2260100302518655,0.452020060503731,0.004141706486874952,True
clahe_mm,50,-0.00016566030387090035,-0.004472576379436729,0.0038083585477246915,0.6666519727454681,0.6666519727454681,1.3515335252844984e-05,True
