mode,n_patients,mean_diff,ci_low,ci_high,wilcoxon_p,holm_p,tost_p,tost_equivalent
clahe,100,-0.010993744548640591,-0.015414401010911882,-0.00659270927935176,1.8631210320966557e-07,3.7262420641933115e-07,0.6700279798987367,False
clahe_mm,100,-0.009873321032283174,-0.014534850155566595,-0.0052874168257328455,7.507645897310535e-07,7.507645897310535e-07,0.4785370454793747,False
