mode,n_patients,mean_diff,ci_low,ci_high,wilcoxon_p,holm_p,tost_p,tost_equivalent
clahe,50,-0.005874931324624066,-0.013393017747972533,0.0014439545154826495,0.24122024636948858,0.48244049273897716,0.14677407427390754,False
clahe_mm,50,1.2203505643417766e-05,-0.007173863728109767,0.006626577543159889,0.6118509675549912,0.6118509675549912,0.003495213223265237,True
