mode,n_patients,mean_diff,ci_low,ci_high,wilcoxon_p,holm_p,tost_p,tost_equivalent
clahe_mm,100,0.0011204235163574138,-0.00505648570056748,0.007444623171746333,0.6976233342391592,0.6976233342391592,0.00295865906477926,True
