mode,n_patients,mean_diff,ci_low,ci_high,wilcoxon_p,holm_p,tost_p,tost_equivalent
adaptive_gate,100,-0.006151230292617506,-0.010423063127838188,-0.002193126227211213,0.004559412735012707,0.004559412735012707,0.0341444527561523,True
