mode,n_patients,mean_diff,ci_low,ci_high,wilcoxon_p,holm_p,tost_p,tost_equivalent
adaptive_gate,50,-0.0027086661670794585,-0.010055862410759928,0.0050784565783207275,0.3044806608698192,0.3044806608698192,0.03447356414362557,True
