epoch,train_loss,val_loss,lr,val_inference_ms_per_image,epoch_seconds
1,0.4355756870002038,0.25303916215896605,0.0009755282581475768,0.37914399998044246,83.45665299999928
2,0.2390737310743387,0.2657893562316895,0.0009045084971874736,0.3462485000000015,83.10763870000119
3,0.1817647645340718,0.21737229943275452,0.0007938926261462366,0.34193100000265986,82.84561930000018
4,0.1530079302786398,0.2420900818705559,0.0006545084971874737,0.3581195000151638,82.44646880000073
5,0.13102650789332224,0.1703853690624237,0.0005,0.3090580000116461,82.92889420000029
6,0.11779236444326122,0.13313041150569915,0.00034549150281252633,0.347136500004126,82.59765530000004
7,0.10503295411435745,0.13464994132518768,0.0002061073738537635,0.3433049999875948,82.62150960000145
8,0.09580728341663243,0.12497531056404114,9.549150281252634e-05,0.3345709999848623,82.52753269999994
9,0.08816269671073369,0.11415666311979294,2.4471741852423235e-05,0.3662250000252243,82.47381239999959
10,0.08483574682038511,0.11710779309272766,0.0,0.3850544999932026,82.91566140000032
