epoch,train_loss,val_loss,lr,val_inference_ms_per_image,epoch_seconds
1,0.35744356222450735,0.2565447562932968,0.0009990133642141358,0.6012889998601167,76.09879080000246
2,0.20847552061080932,0.22038242787122728,0.000996057350657239,0.6258175001130439,62.529841399998986
3,0.17397474810481073,0.23769363015890121,0.0009911436253643444,0.6019264999849838,62.277607199997874
4,0.1581136344000697,0.41576033711433413,0.0009842915805643156,0.6140220000088448,56.98696609999752
5,0.14981624070554972,0.14101489543914794,0.0009755282581475769,0.6161974998758524,59.74096799999825
6,0.14155889254063367,0.39789996087551116,0.0009648882429441258,0.6267524999566376,57.45417440000165
7,0.1359561813622713,0.16699058204889297,0.0009524135262330099,0.6083319998651859,61.377810999998474
8,0.13221800852566956,0.16585005730390548,0.0009381533400219318,0.626462000036554,58.65536169999541
9,0.12341042999178171,0.12373088598251343,0.0009221639627510075,0.6123655000556028,61.84629550000682
10,0.12030729673802852,0.12640356689691543,0.0009045084971874736,0.6115155000225059,59.41245109999727
11,0.11362479001283646,0.15335824728012085,0.0008852566213878945,0.6301460000395309,57.25061429999914
12,0.11019118163734674,0.10689305633306503,0.0008644843137107056,0.6488769999850774,60.12086999999883
13,0.10396896291524171,0.10951311558485032,0.0008422735529643443,0.618173500042758,58.72793929999898
14,0.09950459353625775,0.1261660274863243,0.0008187119948743448,0.6073244999788585,57.72206119999464
15,0.09928932439535856,0.11575117170810699,0.0007938926261462366,0.6020100000387174,58.41638119999698
16,0.09387667402625084,0.11924818187952041,0.0007679133974894982,0.6224739998287987,61.60016539999924
17,0.08863292783498763,0.0987127186357975,0.0007408768370508576,0.618541500007268,59.71305679999932
18,0.08542216058820486,0.11729204267263413,0.0007128896457825362,0.6184670000584447,58.56555500000104
19,0.08252195795997977,0.11674757987260818,0.0006840622763423389,0.6122380001033889,57.496391399996355
20,0.079885457996279,0.10394387930631638,0.0006545084971874735,0.6035485000029439,59.02272059999814
21,0.07441906329244376,0.09576537415385246,0.0006243449435824271,0.612770499974431,57.47227389999898
22,0.0717418541200459,0.09349664181470871,0.0005936906572928622,0.6195920001118793,58.758440300000075
23,0.07048352930694818,0.10930457949638367,0.000562666616782152,0.6013574999815319,61.10490469999786
24,0.06666436592116952,0.0960277895629406,0.0005313952597646566,0.6198709999807761,61.605970600001456
25,0.0628000496700406,0.0969957835972309,0.0004999999999999998,0.6222630001138896,57.34648429999652
26,0.06121990667656064,0.10362198576331139,0.00046860474023534314,0.6126524998035165,57.50668059999589
27,0.0586799705773592,0.09220781832933427,0.00043733338321784774,0.614305999915814,60.58906610000122
28,0.05544237138703465,0.09631125554442406,0.00040630934270713756,0.6157910002002609,62.42224609999539
29,0.053227500375360254,0.09931781888008118,0.00037565505641757246,0.6189475001156097,61.755190500000026
30,0.050785445962101224,0.10304633021354676,0.00034549150281252633,0.6111684999632416,57.3303850999946
31,0.04857863236218691,0.09519205182790756,0.00031593772365766105,0.6157199998779106,57.81757110000035
32,0.0461095573194325,0.09907244503498078,0.00028711035421746355,0.6202439999833587,57.53097510000225
33,0.04494842004030943,0.10323220431804657,0.0002591231629491422,0.6195784999363241,57.44478479999816
34,0.04285024927929044,0.10453800946474075,0.00023208660251050145,0.6119539999417611,57.299498800006404
35,0.04089175879955292,0.10387451350688934,0.00020610737385376337,0.6258035000428208,57.64644119999866
36,0.03880710581317544,0.10568204641342163,0.00018128800512565502,0.6153535000339616,58.953785400000925
37,0.03702300435863435,0.11235509321093559,0.00015772644703565555,0.6074055001954548,57.54628539999976
