epoch,train_loss,val_loss,lr,val_inference_ms_per_image,epoch_seconds
1,0.3158227507025003,0.40796469926834106,0.0009990133642141358,0.8189935001428239,197.20760229998268
2,0.20366432502865792,0.20180485665798187,0.000996057350657239,0.8075374997861218,112.84829710001941
3,0.16798442289233206,0.1596623492240906,0.0009911436253643444,0.8135234999645036,112.34385309999925
4,0.1554642952606082,0.1768112114071846,0.0009842915805643156,0.8095349997165613,112.81082610000158
5,0.14541267067193986,0.14087289512157442,0.0009755282581475769,0.8060939999995753,112.95477550002397
6,0.13757757809013127,0.15714813739061356,0.0009648882429441258,0.8009144997049589,112.74277979999897
7,0.12971302349120378,0.12753357291221618,0.0009524135262330099,0.8087055002397392,111.11383419999038
8,0.12063452877104282,0.16324488401412965,0.0009381533400219318,0.8052164998662192,110.25562270000228
9,0.11649580731987953,0.12672918289899826,0.0009221639627510075,0.7927269999345299,109.57022850000067
10,0.11100772336125374,0.15429868012666703,0.0009045084971874736,0.787201999919489,108.89382600001409
11,0.10487593986093997,0.1411308977007866,0.0008852566213878945,0.8048670004063752,116.98663930001203
12,0.10384824838489294,0.11249296963214875,0.0008644843137107056,0.8010620001005009,107.76322289998643
13,0.09744519840925932,0.11869309425354004,0.0008422735529643443,0.7955245007178746,137.83950229999027
14,0.0956606149673462,0.10750670731067657,0.0008187119948743448,0.798753999551991,171.51896159999887
15,0.09045040305703879,0.08818680137395858,0.0007938926261462366,0.7926399999996647,107.92186420000507
16,0.08503547744825482,0.09769068822264672,0.0007679133974894982,0.7958100001269486,107.69071319999057
17,0.08264750853180886,0.09556763097643853,0.0007408768370508576,0.8060580000164919,109.5644582999812
18,0.07970622612163425,0.09767370253801345,0.0007128896457825362,0.786489499732852,109.09777259998373
19,0.07570338923484086,0.09544974952936172,0.0006840622763423389,0.7942650000040885,109.12276939998264
20,0.07255187470465899,0.09280481800436974,0.0006545084971874735,0.7969855000555981,111.12417860000278
21,0.07038326857611538,0.09245431765913964,0.0006243449435824271,0.7975955006259028,116.74750580001273
22,0.06707407135516405,0.09041583374142646,0.0005936906572928622,3.085198500775732,35042.62676999997
23,0.06383781246840954,0.09618419826030732,0.000562666616782152,0.6820565008092672,131.49000579997664
24,0.060545643083751204,0.09599734649062157,0.0005313952597646566,0.8099749992834404,194.9608943000203
25,0.05915931604802609,0.09562108606100082,0.0004999999999999998,0.4201874995487742,92.29304680001223
