mode,n_patients,mean_diff,ci_low,ci_high,wilcoxon_p,holm_p,tost_p,tost_equivalent
adaptive_gate,39,0.008104913092331118,-0.008271767727572819,0.023761880106595783,0.1461480863035831,0.1461480863035831,0.40976063587857003,False
