mode,n_patients,mean_diff,ci_low,ci_high,wilcoxon_p,holm_p,tost_p,tost_equivalent
clahe,100,-0.02169880626974968,-0.03234527612953041,-0.010456105395876398,2.8157274171123106e-05,5.631454834224621e-05,0.9807228467566456,False
clahe_mm,100,-0.0007885200181377993,-0.010792580386945073,0.00955392258278603,0.8581003268196077,0.8581003268196077,0.04005080061906274,True
