mode,n_patients,mean_diff,ci_low,ci_high,wilcoxon_p,holm_p,tost_p,tost_equivalent
clahe_mm,50,0.010829817585453722,0.0076582599250978114,0.014057526687106869,1.9077969426462005e-08,1.9077969426462005e-08,0.6900647044685687,False
