mode,n_patients,mean_diff,ci_low,ci_high,wilcoxon_p,holm_p,tost_p,tost_equivalent
clahe,50,0.012019504729641419,-0.0010052273605301943,0.025544045154714697,0.12080975020940343,0.12080975020940343,0.615348507147779,False
clahe_mm,50,0.019596874533160318,0.0062930595419431225,0.0327391780510576,0.002996250182501825,0.00599250036500365,0.9187103404416801,False
