mode,n_patients,mean_diff,ci_low,ci_high,wilcoxon_p,holm_p,tost_p,tost_equivalent
clahe,50,-0.018951528110265178,-0.025939424397949596,-0.012189803839335708,7.723469384046666e-07,1.5446938768093332e-06,0.9921920572268682,False
clahe_mm,50,-0.001252888811808619,-0.007871934911833165,0.005085258986033907,0.7887529519630228,0.7887529519630228,0.006324574815072648,True
