mode,n_patients,mean_diff,ci_low,ci_high,wilcoxon_p,holm_p,tost_p,tost_equivalent
clahe,50,2.003388086162476,0.870534799950351,3.177777951585137,0.0005294876867694143,0.0010589753735388285,0.9991798750998848,False
clahe_mm,50,-0.1014894993708085,-1.280151594364076,1.0260579356443826,0.5984627102635613,0.5984627102635613,0.5606488150736579,False
