mode,n_patients,mean_diff,ci_low,ci_high,wilcoxon_p,holm_p,tost_p,tost_equivalent
clahe,100,-0.014098976039074227,-0.022625749029089873,-0.004840167156241581,0.00012621354652986807,0.00025242709305973613,0.8164675797698937,False
clahe_mm,100,-0.0018589908434931634,-0.010432902170401808,0.006933183851909788,0.9506505527719576,0.9506505527719576,0.035949023607205866,True
