mode,n_patients,mean_diff,ci_low,ci_high,wilcoxon_p,holm_p,tost_p,tost_equivalent
clahe,50,-0.011666445447682139,-0.015964197018372785,-0.007553182588023195,5.951474850718341e-07,1.1902949701436683e-06,0.7734023097027,False
clahe_mm,50,-0.0008366278622284162,-0.004859392772499511,0.002978878167703788,0.8258163298101913,0.8258163298101913,2.1721458963286366e-05,True
