epoch,train_loss,val_loss,lr,val_inference_ms_per_image,epoch_seconds
1,0.4521376818349356,0.2806417518854141,0.0009990133642141358,0.6278684999779216,113.98114830000122
2,0.2901285731183957,0.30337985277175905,0.000996057350657239,0.6168615000206046,112.09939579999627
3,0.22335992689544806,0.22131383001804353,0.0009911436253643444,0.6245525000485941,112.64924030000111
4,0.18149194939023106,0.17781582176685334,0.0009842915805643156,0.6190309999510646,109.10098640000069
5,0.15586514919650526,0.5417405903339386,0.0009755282581475769,0.6188815000132308,108.70981949999987
6,0.1373246153103503,0.24859059393405913,0.0009648882429441258,0.6381105000764364,112.67310749999888
7,0.1235328841513658,0.14995092511177063,0.0009524135262330099,0.6253755000579986,108.13109879999683
8,0.11142973557736924,0.16301739871501922,0.0009381533400219318,0.6197080000129063,105.53931659999944
9,0.1044401895954963,0.13947883039712905,0.0009221639627510075,0.6209919997490942,105.54358379999758
10,0.09783894198745696,0.12470436543226242,0.0009045084971874736,0.6256479999501607,110.5203804000048
11,0.09165312728375681,0.11055751472711563,0.0008852566213878945,0.6248399999822141,109.80754349999916
12,0.08695856409186277,0.11279966294765473,0.0008644843137107056,0.6238120000489289,109.76212959999975
13,0.08125184561080556,0.12350124031305314,0.0008422735529643443,0.6219380000038655,105.63825080000242
14,0.07989775663427576,0.1285621330142021,0.0008187119948743448,0.6252370002039243,105.6487832999992
15,0.07918862364062577,0.11323701649904251,0.0007938926261462366,0.6256805001248722,106.93552869999985
16,0.07269803336076006,0.10877039194107056,0.0007679133974894982,0.6253399998604436,107.65582759999961
17,0.07048852324675933,0.09932102292776107,0.0007408768370508576,0.6323829999746522,106.48132869999972
18,0.07000427017649614,0.10339706093072891,0.0007128896457825362,0.6214075000025332,106.06690339999477
19,0.06252024667618446,0.14796254217624663,0.0006840622763423389,0.6287220000012894,108.08345679999911
20,0.061845550551284496,0.0983599266409874,0.0006545084971874735,0.6308269999499316,105.47018940000271
21,0.06114239107359313,0.10544956743717193,0.0006243449435824271,0.6308935000561178,105.48407079999743
22,0.058186173088969596,0.10711380183696746,0.0005936906572928622,0.6145374999323394,111.22176709999621
23,0.056116490743691294,0.10110552489757538,0.000562666616782152,0.6274400000620517,112.07489299999725
24,0.05339072529321619,0.0926919500529766,0.0005313952597646566,0.6254834999708692,112.05861849999928
25,0.05167499805634232,0.09351489275693893,0.0004999999999999998,0.6184864999886486,112.0346869999994
26,0.04919200188322576,0.10032388642430305,0.00046860474023534314,0.6183074999717064,112.0894146999999
27,0.0469158241598761,0.10412239700555802,0.00043733338321784774,0.6173655000748113,112.14766300000338
28,0.0453985785361025,0.09805387064814568,0.00040630934270713756,0.626287500053877,111.40995149999799
29,0.044298392947408824,0.0963918225467205,0.00037565505641757246,0.6598920000033104,108.47364930000185
30,0.04153914007589463,0.10413693636655807,0.00034549150281252633,0.645916499888699,109.2705247000049
31,0.03990109405305297,0.09143157050013542,0.00031593772365766105,0.6264650000230176,105.43799460000446
32,0.03834602376770254,0.09213540777564048,0.00028711035421746355,0.6367065000813454,109.44202550000045
33,0.03664174998771148,0.09976686656475067,0.0002591231629491422,0.6310955001026741,108.99601860000257
34,0.03595361683578198,0.09404940769076348,0.00023208660251050145,0.637793500063708,106.0986327999999
35,0.03446681106035228,0.0980937896668911,0.00020610737385376337,0.6296095000288915,105.51500189999933
36,0.033916921270557454,0.09420097261667251,0.00018128800512565502,0.6293359999835957,105.3889616000015
37,0.03232720834818904,0.09721862524747849,0.00015772644703565555,0.6366824999349774,105.29569710000214
38,0.031438951123410754,0.09676050320267678,0.00013551568628929425,0.629436000053829,105.48341549999896
39,0.030371568993321704,0.09921193793416024,0.00011474337861210535,0.6208769999284414,105.62741300000198
40,0.029740181248073237,0.09822735741734505,9.549150281252626e-05,0.6276995000371244,105.76847959999577
41,0.02873166165640902,0.09879368305206299,7.783603724899252e-05,0.6095289999939268,105.39262060000328
