epoch,train_loss,val_loss,lr,val_inference_ms_per_image,epoch_seconds
1,0.5118248666497482,0.4705709981918335,0.0009755282581475768,0.6726805001380853,668.5829609000066
2,0.3178074442107102,0.2639415431022644,0.0009045084971874736,0.6729374999122228,50.15189830001327
3,0.26313386754742984,0.2818834292888641,0.0007938926261462366,0.6712860002880916,35.404208399995696
4,0.22945819041509738,0.24323912501335143,0.0006545084971874737,0.6770440003310796,35.61976930001401
5,0.2030963996189764,0.24943695098161697,0.0005,0.6732510005531367,35.39286180000636
6,0.1835338726382831,0.18803672432899476,0.00034549150281252633,0.689611499547027,35.11930829999619
7,0.15382687790297914,0.14625414878129958,0.0002061073738537635,0.6634799999301322,35.283482900005765
8,0.1430146508347029,0.14377695351839065,9.549150281252634e-05,0.6498679997457657,35.02656979998574
9,0.1247890836120337,0.12681645154953003,2.4471741852423235e-05,0.6633785003214143,35.19262700001127
10,0.11588330806671888,0.11674687087535858,0.0,0.6543830005102791,35.57379389999551
