epoch,train_loss,val_loss,lr,val_inference_ms_per_image,epoch_seconds
1,0.44324502224418394,0.340432911807177,0.0009755282581475768,0.36464591836675586,167.38814679999996
2,0.2873651311350689,0.2512024160550565,0.0009045084971874736,0.32275739794367464,100.99508720000085
3,0.22917608825229016,0.24068279518764846,0.0007938926261462366,0.3150405612229536,81.87636930000008
4,0.18032958232214175,0.19916005067679346,0.0006545084971874737,0.3549232142269867,83.75596950000181
5,0.1483284926970995,0.16556884409213551,0.0005,0.36662193871256465,104.08977969999978
6,0.12906000278981664,0.12474664802453955,0.00034549150281252633,0.36011122451132643,120.73363400000017
7,0.11433481007667959,0.13122915833884355,0.0002061073738537635,0.3685665816396513,83.23149199999898
8,0.10197321343846637,0.11393273690221262,9.549150281252634e-05,0.3511025510380598,83.28767739999967
9,0.09417782079529118,0.11471248691787525,2.4471741852423235e-05,0.32554489799084113,83.0672229999982
10,0.09022053351273408,0.1134159726147749,0.0,0.34149668366882574,83.31726679999701
