epoch,train_loss,val_loss,lr,val_inference_ms_per_image,epoch_seconds
1,0.3592971769720316,0.37346699714660647,0.0009755282581475768,0.3793190000396862,2466.250141299999
2,0.2080511538684368,0.18468490183353425,0.0009045084971874736,0.30006650000359514,49.41132379999908
3,0.17858210109174252,0.4987768125534058,0.0007938926261462366,0.31097950000912533,43.15665619999709
4,0.16029989555478097,0.1762174814939499,0.0006545084971874737,0.30473749997327104,43.49017129999993
5,0.14988259218633174,0.1671253228187561,0.0005,0.304306500020175,43.289382200000546
6,0.13793575271964073,0.16393760293722154,0.00034549150281252633,0.29081199998472584,43.37666380000155
7,0.12852672331035137,0.15316203147172927,0.0002061073738537635,0.2930960000776395,43.26600150000013
8,0.1199286250025034,0.1313721916079521,9.549150281252634e-05,0.30019699999684235,43.47148329999982
9,0.1130560813844204,0.12334623217582702,2.4471741852423235e-05,0.30952250004702364,43.516666800001985
10,0.10887304399162531,0.11765534549951553,0.0,0.2995595000356843,43.65732719999869
